requested_model,brand,model,component_group,component_name,is_pcb_or_board,pcb_type,evidence_count,guide_count,highest_confidence,source_urls
Google Pixel 8,Google,Pixel 8,Camera,Rear camera,False,,88,16,0.8,https://www.ifixit.com/Guide/Google+Pixel+8+5G+mmWave+Antenna+Replacement/166164 | https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8+Bottom+Speaker+Replacement/166157 | https://www.ifixit.com/Guide/Google+Pixel+8+Earpiece+Speaker+Replacement/166196 | https://www.ifixit.com/Guide/Google+Pixel+8+Front+Camera+Replacement/166162 | https://www.ifixit.com/Guide/Google+Pixel+8+Logic+Board+Replacement/166181 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Earpiece+Speaker+Replacement/165771 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Logic+Board+Replacement/165775 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Rear+Camera+Assembly+Replacement/165767 | https://www.ifixit.com/Guide/Google+Pixel+8+Screen+Replacement/166152 | https://www.ifixit.com/Guide/Google+Pixel+8+Ultrawide+Rear+Camera+Replacement/166201 | https://www.ifixit.com/Guide/Google+Pixel+8+Wide+Rear+Camera+Replacement/166159 | https://www.ifixit.com/Guide/Google+Pixel+8a+Logic+Board+Replacement/173123 | https://www.ifixit.com/Guide/How+to+Apply+New+Screen+Adhesive+in+Your+Google+Pixel+8+Pro/165811 | https://www.ifixit.com/Guide/How+to+Apply+New+Screen+Adhesive+in+Your+Google+Pixel+8/166235 | https://www.ifixit.com/Guide/How+to+Apply+a+New+Graphite+Sheet+in+Your+Google+Pixel+8+Pro/165973
Google Pixel 8,Google,Pixel 8,Connector,Charging port,False,,46,15,0.75,https://www.ifixit.com/Guide/Google+Pixel+8+5G+mmWave+Antenna+Replacement/166164 | https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8+Bottom+Speaker+Replacement/166157 | https://www.ifixit.com/Guide/Google+Pixel+8+Earpiece+Speaker+Replacement/166196 | https://www.ifixit.com/Guide/Google+Pixel+8+Front+Camera+Replacement/166162 | https://www.ifixit.com/Guide/Google+Pixel+8+Logic+Board+Replacement/166181 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Battery+Replacement/165774 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Earpiece+Speaker+Replacement/165771 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Front+Camera+Replacement/165766 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Logic+Board+Replacement/165775 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Loudspeaker+Replacement/165742 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Rear+Camera+Assembly+Replacement/165767 | https://www.ifixit.com/Guide/Google+Pixel+8+Ultrawide+Rear+Camera+Replacement/166201 | https://www.ifixit.com/Guide/Google+Pixel+8+Wide+Rear+Camera+Replacement/166159 | https://www.ifixit.com/Guide/Google+Pixel+8a+Logic+Board+Replacement/173123
Google Pixel 8,Google,Pixel 8,Connector,SIM card reader,False,,1,1,0.75,https://www.ifixit.com/Guide/Google+Pixel+8a+Logic+Board+Replacement/173123
Google Pixel 8,Google,Pixel 8,Controls,Power / volume button assembly,False,,3,2,0.75,https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8a+Battery+Replacement/173109
Google Pixel 8,Google,Pixel 8,Haptics,Vibration motor / haptic engine,False,,1,1,0.75,https://www.ifixit.com/Guide/Google+Pixel+8a+Logic+Board+Replacement/173123
Google Pixel 8,Google,Pixel 8,Housing,Back cover / rear glass,False,,91,11,0.8,https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8+Earpiece+Speaker+Replacement/166196 | https://www.ifixit.com/Guide/Google+Pixel+8+Logic+Board+Replacement/166181 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Battery+Replacement/165774 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Logic+Board+Replacement/165775 | https://www.ifixit.com/Guide/Google+Pixel+8a+Back+Cover+Replacement/173077 | https://www.ifixit.com/Guide/Google+Pixel+8a+Battery+Replacement/173109 | https://www.ifixit.com/Guide/Google+Pixel+8a+Logic+Board+Replacement/173123 | https://www.ifixit.com/Guide/Google+Pixel+8a+Wireless+Charging+Assembly+Replacement/173082 | https://www.ifixit.com/Guide/How+to+Apply+New+Screen+Adhesive+in+Your+Google+Pixel+8+Pro/165811 | https://www.ifixit.com/Guide/How+to+Apply+New+Screen+Adhesive+in+Your+Google+Pixel+8/166235
Google Pixel 8,Google,Pixel 8,Housing,Frame / midframe,False,,156,15,0.75,https://www.ifixit.com/Guide/Google+Pixel+8+5G+mmWave+Antenna+Replacement/166164 | https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8+Bottom+Speaker+Replacement/166157 | https://www.ifixit.com/Guide/Google+Pixel+8+Earpiece+Speaker+Replacement/166196 | https://www.ifixit.com/Guide/Google+Pixel+8+Front+Camera+Replacement/166162 | https://www.ifixit.com/Guide/Google+Pixel+8+Logic+Board+Replacement/166181 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+5G+mmWave+Antenna+Replacement/165796 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Battery+Replacement/165774 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Earpiece+Speaker+Replacement/165771 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Front+Camera+Replacement/165766 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Logic+Board+Replacement/165775 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Loudspeaker+Replacement/165742 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Rear+Camera+Assembly+Replacement/165767 | https://www.ifixit.com/Guide/Google+Pixel+8+Ultrawide+Rear+Camera+Replacement/166201 | https://www.ifixit.com/Guide/Google+Pixel+8+Wide+Rear+Camera+Replacement/166159
Google Pixel 8,Google,Pixel 8,Mechanical / sealing,Adhesive / gasket,False,,12,7,0.8,https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8+Earpiece+Speaker+Replacement/166196 | https://www.ifixit.com/Guide/Google+Pixel+8+Logic+Board+Replacement/166181 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Battery+Replacement/165774 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Logic+Board+Replacement/165775 | https://www.ifixit.com/Guide/Google+Pixel+8a+Battery+Replacement/173109 | https://www.ifixit.com/Guide/How+to+Apply+New+Battery+Adhesive+in+Your+Google+Pixel+8/166291
Google Pixel 8,Google,Pixel 8,PCB / board,Daughterboard,True,Daughterboard,2,1,0.75,https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Earpiece+Speaker+Replacement/165771
Google Pixel 8,Google,Pixel 8,PCB / board,Main logic board,True,Main logic board,117,15,0.8,https://www.ifixit.com/Guide/Google+Pixel+8+5G+mmWave+Antenna+Replacement/166164 | https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8+Earpiece+Speaker+Replacement/166196 | https://www.ifixit.com/Guide/Google+Pixel+8+Front+Camera+Replacement/166162 | https://www.ifixit.com/Guide/Google+Pixel+8+Logic+Board+Replacement/166181 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Earpiece+Speaker+Replacement/165771 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Logic+Board+Replacement/165775 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Rear+Camera+Assembly+Replacement/165767 | https://www.ifixit.com/Guide/Google+Pixel+8+Ultrawide+Rear+Camera+Replacement/166201 | https://www.ifixit.com/Guide/Google+Pixel+8+Wide+Rear+Camera+Replacement/166159 | https://www.ifixit.com/Guide/Google+Pixel+8a+Battery+Replacement/173109 | https://www.ifixit.com/Guide/Google+Pixel+8a+Logic+Board+Replacement/173123 | https://www.ifixit.com/Guide/Google+Pixel+8a+Screen+Replacement/173219 | https://www.ifixit.com/Guide/Google+Pixel+8a+Wireless+Charging+Assembly+Replacement/173082 | https://www.ifixit.com/Guide/How+to+Install+a+New+Battery+in+Your+Google+Pixel+8+Pro/166151
Google Pixel 8,Google,Pixel 8,PCB / board,RF / antenna board,True,RF / antenna board,4,1,0.75,https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Earpiece+Speaker+Replacement/165771
Google Pixel 8,Google,Pixel 8,Power,Battery,False,,287,24,0.8,https://www.ifixit.com/Guide/Google+Pixel+8+5G+mmWave+Antenna+Replacement/166164 | https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8+Bottom+Speaker+Replacement/166157 | https://www.ifixit.com/Guide/Google+Pixel+8+Earpiece+Speaker+Replacement/166196 | https://www.ifixit.com/Guide/Google+Pixel+8+Front+Camera+Replacement/166162 | https://www.ifixit.com/Guide/Google+Pixel+8+Logic+Board+Replacement/166181 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+5G+mmWave+Antenna+Replacement/165796 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Battery+Replacement/165774 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Earpiece+Speaker+Replacement/165771 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Front+Camera+Replacement/165766 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Logic+Board+Replacement/165775 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Loudspeaker+Replacement/165742 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Rear+Camera+Assembly+Replacement/165767 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Screen+Replacement/165684 | https://www.ifixit.com/Guide/Google+Pixel+8+Screen+Replacement/166152 | https://www.ifixit.com/Guide/Google+Pixel+8+Ultrawide+Rear+Camera+Replacement/166201 | https://www.ifixit.com/Guide/Google+Pixel+8+Wide+Rear+Camera+Replacement/166159 | https://www.ifixit.com/Guide/Google+Pixel+8a+Back+Cover+Replacement/173077 | https://www.ifixit.com/Guide/Google+Pixel+8a+Battery+Replacement/173109 | https://www.ifixit.com/Guide/Google+Pixel+8a+Logic+Board+Replacement/173123 | https://www.ifixit.com/Guide/Google+Pixel+8a+Screen+Replacement/173219 | https://www.ifixit.com/Guide/Google+Pixel+8a+Wireless+Charging+Assembly+Replacement/173082 | https://www.ifixit.com/Guide/How+to+Apply+New+Battery+Adhesive+in+Your+Google+Pixel+8/166291 | https://www.ifixit.com/Guide/How+to+Install+a+New+Battery+in+Your+Google+Pixel+8+Pro/166151
Google Pixel 8,Google,Pixel 8,Power / wireless,Wireless charging coil,False,,4,4,0.75,https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8a+Battery+Replacement/173109 | https://www.ifixit.com/Guide/Google+Pixel+8a+Logic+Board+Replacement/173123 | https://www.ifixit.com/Guide/Google+Pixel+8a+Wireless+Charging+Assembly+Replacement/173082
Google Pixel 8,Google,Pixel 8,Sensor,Fingerprint sensor,False,,17,17,0.75,https://www.ifixit.com/Guide/Google+Pixel+8+5G+mmWave+Antenna+Replacement/166164 | https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8+Bottom+Speaker+Replacement/166157 | https://www.ifixit.com/Guide/Google+Pixel+8+Earpiece+Speaker+Replacement/166196 | https://www.ifixit.com/Guide/Google+Pixel+8+Front+Camera+Replacement/166162 | https://www.ifixit.com/Guide/Google+Pixel+8+Logic+Board+Replacement/166181 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+5G+mmWave+Antenna+Replacement/165796 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Battery+Replacement/165774 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Earpiece+Speaker+Replacement/165771 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Front+Camera+Replacement/165766 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Logic+Board+Replacement/165775 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Loudspeaker+Replacement/165742 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Rear+Camera+Assembly+Replacement/165767 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Screen+Replacement/165684 | https://www.ifixit.com/Guide/Google+Pixel+8+Screen+Replacement/166152 | https://www.ifixit.com/Guide/Google+Pixel+8+Ultrawide+Rear+Camera+Replacement/166201 | https://www.ifixit.com/Guide/Google+Pixel+8+Wide+Rear+Camera+Replacement/166159
Google Pixel 8,Google,Pixel 8,Thermal,Heat spreader / vapor chamber,False,,93,16,0.8,https://www.ifixit.com/Guide/Google+Pixel+8+5G+mmWave+Antenna+Replacement/166164 | https://www.ifixit.com/Guide/Google+Pixel+8+Battery+Replacement/166180 | https://www.ifixit.com/Guide/Google+Pixel+8+Earpiece+Speaker+Replacement/166196 | https://www.ifixit.com/Guide/Google+Pixel+8+Front+Camera+Replacement/166162 | https://www.ifixit.com/Guide/Google+Pixel+8+Logic+Board+Replacement/166181 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Battery+Replacement/165774 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Earpiece+Speaker+Replacement/165771 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Front+Camera+Replacement/165766 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Logic+Board+Replacement/165775 | https://www.ifixit.com/Guide/Google+Pixel+8+Pro+Rear+Camera+Assembly+Replacement/165767 | https://www.ifixit.com/Guide/Google+Pixel+8+Ultrawide+Rear+Camera+Replacement/166201 | https://www.ifixit.com/Guide/Google+Pixel+8+Wide+Rear+Camera+Replacement/166159 | https://www.ifixit.com/Guide/Google+Pixel+8a+Battery+Replacement/173109 | https://www.ifixit.com/Guide/Google+Pixel+8a+Logic+Board+Replacement/173123 | https://www.ifixit.com/Guide/How+to+Apply+a+New+Graphite+Sheet+in+Your+Google+Pixel+8+Pro/165973 | https://www.ifixit.com/Guide/How+to+Apply+a+New+Graphite+Sheet+in+Your+Google+Pixel+8/166236
Samsung Galaxy S23,Samsung,Galaxy S23,Audio,Earpiece speaker,False,,96,14,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Earpiece+Speaker+Replacement/173908 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Front+Camera+Replacement/174251 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Motherboard+Replacement/174230 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Earpiece+Speaker+Replacement/177887 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Front+Camera+Replacement/177888 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Motherboard+Replacement/177890 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Rear+Cameras+Replacement/177892 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Screen+Replacement/176656 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Screen+and+Battery+Assembly+Replacement/177894 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Rear+Cameras+Replacement/174228 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Screen+Replacement/175309 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Screen+and+Battery+Assembly+Replacement/174021 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+Screen+and+Battery+Assembly+Replacement/161196 | https://www.ifixit.com/Guide/Water-Damaged+Phone+repair-data+recovery+of+Samsung+Galaxy+S23+Ultra/201882
Samsung Galaxy S23,Samsung,Galaxy S23,Audio,Loudspeaker,False,,169,19,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Battery+Replacement/174225 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Earpiece+Speaker+Replacement/173908 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Front+Camera+Replacement/174251 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Motherboard+Replacement/174230 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Battery+Replacement/177885 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Earpiece+Speaker+Replacement/177887 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Front+Camera+Replacement/177888 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Motherboard+Replacement/177890 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Rear+Cameras+Replacement/177892 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Screen+Replacement/176656 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Screen+and+Battery+Assembly+Replacement/177894 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+USB-C+Port+and+Daughterboard+Replacement/177895 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Rear+Cameras+Replacement/174228 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Screen+Replacement/175309 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Screen+and+Battery+Assembly+Replacement/174021 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+USB-C+Port+and+Daughterboard+Replacement/173907 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+Screen+and+Battery+Assembly+Replacement/161196 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+USB-C+Port+and+Charging+Board+Replacement/161197 | https://www.ifixit.com/Guide/Water-Damaged+Phone+repair-data+recovery+of+Samsung+Galaxy+S23+Ultra/201882
Samsung Galaxy S23,Samsung,Galaxy S23,Audio,Microphone,False,,9,7,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+SIM+Card+Tray+Replacement/176388 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Screen+and+Battery+Assembly+Replacement/177894 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+SIM+Card+Tray+Replacement/173898 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+USB-C+Port+and+Daughterboard+Replacement/173907 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+SIM+Tray+Replacement/161198 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+USB-C+Port+and+Charging+Board+Replacement/161197 | https://www.ifixit.com/Guide/Water-Damaged+Phone+repair-data+recovery+of+Samsung+Galaxy+S23+Ultra/201882
Samsung Galaxy S23,Samsung,Galaxy S23,Camera,Camera module,False,,2,2,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+Screen+and+Battery+Assembly+Replacement/161196 | https://www.ifixit.com/Guide/Water-Damaged+Phone+repair-data+recovery+of+Samsung+Galaxy+S23+Ultra/201882
Samsung Galaxy S23,Samsung,Galaxy S23,Camera,Front camera,False,,72,12,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Front+Camera+Replacement/174251 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Motherboard+Replacement/174230 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Front+Camera+Replacement/177888 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Motherboard+Replacement/177890 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Rear+Cameras+Replacement/177892 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Screen+Replacement/176656 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Screen+and+Battery+Assembly+Replacement/177894 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Rear+Cameras+Replacement/174228 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Screen+Replacement/175309 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Screen+and+Battery+Assembly+Replacement/174021 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+Screen+and+Battery+Assembly+Replacement/161196 | https://www.ifixit.com/Guide/Water-Damaged+Phone+repair-data+recovery+of+Samsung+Galaxy+S23+Ultra/201882
Samsung Galaxy S23,Samsung,Galaxy S23,Camera,Rear camera,False,,48,5,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Motherboard+Replacement/174230 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Motherboard+Replacement/177890 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Rear+Cameras+Replacement/177892 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Rear+Cameras+Replacement/174228 | https://www.ifixit.com/Guide/Water-Damaged+Phone+repair-data+recovery+of+Samsung+Galaxy+S23+Ultra/201882
Samsung Galaxy S23,Samsung,Galaxy S23,Connector,Charging port,False,,13,7,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Screen+and+Battery+Assembly+Replacement/177894 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+USB-C+Port+and+Daughterboard+Replacement/177895 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Screen+and+Battery+Assembly+Replacement/174021 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+USB-C+Port+and+Daughterboard+Replacement/173907 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+Screen+and+Battery+Assembly+Replacement/161196 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+USB-C+Port+and+Charging+Board+Replacement/161197 | https://www.ifixit.com/Guide/Water-Damaged+Phone+repair-data+recovery+of+Samsung+Galaxy+S23+Ultra/201882
Samsung Galaxy S23,Samsung,Galaxy S23,Connector,SIM card reader,False,,1,1,0.8,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+SIM+Tray+Replacement/161198
Samsung Galaxy S23,Samsung,Galaxy S23,Controls,Power / volume button assembly,False,,12,4,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+Back+Cover+Replacement/161195 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+Screen+and+Battery+Assembly+Replacement/161196 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Ultra+USB-C+Port+and+Charging+Board+Replacement/161197 | https://www.ifixit.com/Guide/Water-Damaged+Phone+repair-data+recovery+of+Samsung+Galaxy+S23+Ultra/201882
Samsung Galaxy S23,Samsung,Galaxy S23,Display,Display assembly,False,,2,2,0.75,https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Plus+Screen+Replacement/176656 | https://www.ifixit.com/Guide/Samsung+Galaxy+S23+Screen+Replacement/175309
